section,region,english_name,page_title,city_url,summary,reference_image,prompt_md,pc_output,mobile_output
Spin-off locations,Almia,Boyleland,Boyleland,https://bulbapedia.bulbagarden.net/wiki/Boyleland,Boyleland is a village in Pokémon Ranger: Shadows of Almia. Boyleland is connected to Pueltown and Haruba Village by boat.,https://archives.bulbagarden.net/media/upload/thumb/d/db/Boyleland_Ranger2.png/600px-Boyleland_Ranger2.png,prompts/almia__boyleland.md,pc/almia__boyleland__pc.webp,mobile/almia__boyleland__mobile.webp
Spin-off locations,Pokémon Mystery Dungeon world,Capim Town,Capim Town,https://bulbapedia.bulbagarden.net/wiki/Capim_Town,Capim Town is a settlement on the Grass Continent in Pokémon Super Mystery Dungeon. The player and their partner can visit the town on the Lapras Travel Liner as long as the corresponding Lapras Liner Pass has been bought from the Kecleon Shop.,https://archives.bulbagarden.net/media/upload/thumb/9/92/Capim_Town_side_view.jpg/600px-Capim_Town_side_view.jpg,prompts/pokemon-mystery-dungeon-world__capim-town.md,pc/pokemon-mystery-dungeon-world__capim-town__pc.webp,mobile/pokemon-mystery-dungeon-world__capim-town__mobile.webp
Spin-off locations,Pasio,Centra City,Centra City,https://bulbapedia.bulbagarden.net/wiki/Centra_City,Centra City is the largest city on the island of Pasio in Pokémon Masters EX.,https://archives.bulbagarden.net/media/upload/thumb/d/d1/Centra_City_Masters_Trailer.png/600px-Centra_City_Masters_Trailer.png,prompts/pasio__centra-city.md,pc/pasio__centra-city__pc.webp,mobile/pasio__centra-city__mobile.webp
Spin-off locations,Almia,Chicole Village,Chicole Village,https://bulbapedia.bulbagarden.net/wiki/Chicole_Village,Chicole Village is an area in Pokémon Ranger: Shadows of Almia. It is located south of Vientown.,https://archives.bulbagarden.net/media/upload/thumb/e/e7/Chicole_Village_Ranger2.png/600px-Chicole_Village_Ranger2.png,prompts/almia__chicole-village.md,pc/almia__chicole-village__pc.webp,mobile/almia__chicole-village__mobile.webp
Spin-off locations,Oblivia,Cocona Village,Cocona Village,https://bulbapedia.bulbagarden.net/wiki/Cocona_Village,Cocona Village is a location in Pokémon Ranger: Guardian Signs. It is located in Renbow Island and near Dolce Island.,https://archives.bulbagarden.net/media/upload/thumb/7/71/Cocona_Village_Ranger3.png/600px-Cocona_Village_Ranger3.png,prompts/oblivia__cocona-village.md,pc/oblivia__cocona-village__pc.webp,mobile/oblivia__cocona-village__mobile.webp
Spin-off locations,Toyland,Easterly Town,Easterly Town,https://bulbapedia.bulbagarden.net/wiki/Easterly_Town,"Easterly Town is the second town accessible in Pokémon Rumble Blast, located in Sun-Dappled Bank. It is available after beating the Battle Royale in 1-4, Challenger's Ground, and contains a move vendor with SolarBeam, a move-a-majig, and a Munna who can be given Passwords.",https://archives.bulbagarden.net/media/upload/3/3c/Rumble_Blast_Easterly_Town.png,prompts/toyland__easterly-town.md,pc/toyland__easterly-town__pc.webp,mobile/toyland__easterly-town__mobile.webp
Spin-off locations,Fiore,Fall City,Fall City,https://bulbapedia.bulbagarden.net/wiki/Fall_City,Fall City is a large city in Fiore. It is the location of the second numbered mission in Pokémon Ranger.,https://archives.bulbagarden.net/media/upload/thumb/f/fa/Fall_City_Ranger1.png/600px-Fall_City_Ranger1.png,prompts/fiore__fall-city.md,pc/fiore__fall-city__pc.webp,mobile/fiore__fall-city__mobile.webp
Spin-off locations,Almia,Haruba Village,Haruba Village,https://bulbapedia.bulbagarden.net/wiki/Haruba_Village,"Haruba Village is an area in Pokémon Ranger: Shadows of Almia. When the player first arrives by boat, a vicious sandstorm is blowing due to a Gigaremo hypnotizing the Hippopotas.",https://archives.bulbagarden.net/media/upload/thumb/8/85/Haruba_Village_Ranger2.png/600px-Haruba_Village_Ranger2.png,prompts/almia__haruba-village.md,pc/almia__haruba-village__pc.webp,mobile/almia__haruba-village__mobile.webp
Spin-off locations,Pokémon Mystery Dungeon world,Lively Town,Lively Town,https://bulbapedia.bulbagarden.net/wiki/Lively_Town,Lively Town is a town in Pokémon Super Mystery Dungeon located on Water Continent. The player and their partner first travel there after they leave Serene Village.,https://archives.bulbagarden.net/media/upload/2/2e/Lively_Town_map.png,prompts/pokemon-mystery-dungeon-world__lively-town.md,pc/pokemon-mystery-dungeon-world__lively-town__pc.webp,mobile/pokemon-mystery-dungeon-world__lively-town__mobile.webp
Spin-off locations,N/A,Mintale Town,Mintale Town,https://bulbapedia.bulbagarden.net/wiki/Mintale_Town,"Mintale Town is the setting of Pokémon Channel. Although its location in relation to the rest of the Pokémon world is never stated, Mintale Town is popularly believed to be located in or near Kanto due to the appearance of Viridian Forest.",https://archives.bulbagarden.net/media/upload/thumb/6/6c/Mintale_Town.png/600px-Mintale_Town.png,prompts/n-a__mintale-town.md,pc/n-a__mintale-town__pc.webp,mobile/n-a__mintale-town__mobile.webp
Spin-off locations,Pokémon Mystery Dungeon world,Noe Town,Noe Town,https://bulbapedia.bulbagarden.net/wiki/Noe_Town,Noe Town is a settlement on the Mist Continent in Pokémon Super Mystery Dungeon. The player and their partner can visit the town on the Lapras Travel Liner as long as the corresponding Lapras Liner Pass has been bought from the Kecleon Shop.,https://archives.bulbagarden.net/media/upload/thumb/a/a0/Noe_Town_side_view.jpg/600px-Noe_Town_side_view.jpg,prompts/pokemon-mystery-dungeon-world__noe-town.md,pc/pokemon-mystery-dungeon-world__noe-town__pc.webp,mobile/pokemon-mystery-dungeon-world__noe-town__mobile.webp
Spin-off locations,Toyland,Northerly Town,Northerly Town,https://bulbapedia.bulbagarden.net/wiki/Northerly_Town,"Northerly Town is the fourth accessible town in Pokémon Rumble Blast, located within Frozen Tundra. It holds a move vender for Surf and a Red Move-a-Majig.",https://archives.bulbagarden.net/media/upload/d/d3/Rumble_Blast_Northerly_Town.png,prompts/toyland__northerly-town.md,pc/toyland__northerly-town__pc.webp,mobile/toyland__northerly-town__mobile.webp
Spin-off locations,Pokémon Mystery Dungeon world,Pokémon Beach,Pokémon Beach,https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_Beach,"is the main settlement in Pokémon Mystery Dungeon: Keep Going! Stormy Adventure Squad!, similarly to Treasure Town or Pokémon Square.",,prompts/pokemon-mystery-dungeon-world__pokemon-beach.md,pc/pokemon-mystery-dungeon-world__pokemon-beach__pc.webp,mobile/pokemon-mystery-dungeon-world__pokemon-beach__mobile.webp
Spin-off locations,Pokémon Mystery Dungeon world,Pokémon Garden,Pokémon Garden (Mystery Dungeon),https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_Garden_%28Mystery_Dungeon%29,"is the main settlement in Pokémon Mystery Dungeon: Keep Going! Light Adventure Squad!, similarly to Treasure Town or Pokémon Square.",,prompts/pokemon-mystery-dungeon-world__pokemon-garden.md,pc/pokemon-mystery-dungeon-world__pokemon-garden__pc.webp,mobile/pokemon-mystery-dungeon-world__pokemon-garden__mobile.webp
Spin-off locations,Pokémon Mystery Dungeon world,Pokémon Square,Pokémon Square,https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_Square,,https://archives.bulbagarden.net/media/upload/thumb/4/4a/Pok%C3%A9mon_Square_Artwork.png/600px-Pok%C3%A9mon_Square_Artwork.png,prompts/pokemon-mystery-dungeon-world__pokemon-square.md,pc/pokemon-mystery-dungeon-world__pokemon-square__pc.webp,mobile/pokemon-mystery-dungeon-world__pokemon-square__mobile.webp
Spin-off locations,Pokémon Mystery Dungeon world,Pokémon Village,Pokémon Village (Mystery Dungeon),https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_Village_%28Mystery_Dungeon%29,,,prompts/pokemon-mystery-dungeon-world__pokemon-village.md,pc/pokemon-mystery-dungeon-world__pokemon-village__pc.webp,mobile/pokemon-mystery-dungeon-world__pokemon-village__mobile.webp
Spin-off locations,Pokémon Mystery Dungeon world,Post Town,Post Town,https://bulbapedia.bulbagarden.net/wiki/Post_Town,"Post Town is the central village in Pokémon Mystery Dungeon: Gates to Infinity. It is populated solely by Pokémon, like the rest of the world presented in the game.",https://archives.bulbagarden.net/media/upload/thumb/1/1c/Post_Town.png/600px-Post_Town.png,prompts/pokemon-mystery-dungeon-world__post-town.md,pc/pokemon-mystery-dungeon-world__post-town__pc.webp,mobile/pokemon-mystery-dungeon-world__post-town__mobile.webp
Spin-off locations,Almia,Pueltown,Pueltown,https://bulbapedia.bulbagarden.net/wiki/Pueltown,Pueltown is an area in Pokémon Ranger: Shadows of Almia. It is called the heart of Almia.,https://archives.bulbagarden.net/media/upload/thumb/9/99/Pueltown_Ranger2.png/600px-Pueltown_Ranger2.png,prompts/almia__pueltown.md,pc/almia__pueltown__pc.webp,mobile/almia__pueltown__mobile.webp
Spin-off locations,N/A,Puzzle Village,Puzzle Village,https://bulbapedia.bulbagarden.net/wiki/Puzzle_Village,"Pokémon Puzzle League Village or Puzzle Village is the setting of Pokémon Puzzle League. When Ash receives a phone call from Professor Oak, telling him that he has been selected as a challenger of the Puzzle League Tournament, he and Pikachu race to the village.",https://archives.bulbagarden.net/media/upload/0/0d/Pok%C3%A9mon_Puzzle_League_Village.png,prompts/n-a__puzzle-village.md,pc/n-a__puzzle-village__pc.webp,mobile/n-a__puzzle-village__mobile.webp
Spin-off locations,Fiore,Ringtown,Ringtown,https://bulbapedia.bulbagarden.net/wiki/Ringtown,"Ringtown is a small town in Fiore. It is the home of the Ringtown Ranger Base run by Spenser, which is where the player is stationed for duty.",https://archives.bulbagarden.net/media/upload/thumb/9/96/Ringtown_Ranger1.png/600px-Ringtown_Ranger1.png,prompts/fiore__ringtown.md,pc/fiore__ringtown__pc.webp,mobile/fiore__ringtown__mobile.webp
Spin-off locations,N/A,Ryme City,Ryme City,https://bulbapedia.bulbagarden.net/wiki/Ryme_City,"Ryme City is the setting of the game Detective Pikachu, the game's sequel Detective Pikachu Returns, and the movie based on the game, POKÉMON Detective Pikachu. Its slogan is A Place of Harmony Between Humans and Pokémon.",https://archives.bulbagarden.net/media/upload/thumb/7/73/Ryme_City_artwork.png/600px-Ryme_City_artwork.png,prompts/n-a__ryme-city.md,pc/n-a__ryme-city__pc.webp,mobile/n-a__ryme-city__mobile.webp
Spin-off locations,Pokémon Mystery Dungeon world,Sahra Town,Sahra Town,https://bulbapedia.bulbagarden.net/wiki/Sahra_Town,Sahra Town is a settlement on the Sand Continent in Pokémon Super Mystery Dungeon. The player and their partner can visit the town on the Lapras Travel Liner as long as the corresponding Lapras Liner Pass has been bought from the Kecleon Shop.,https://archives.bulbagarden.net/media/upload/thumb/7/79/Sahra_Town_side_view.jpg/600px-Sahra_Town_side_view.jpg,prompts/pokemon-mystery-dungeon-world__sahra-town.md,pc/pokemon-mystery-dungeon-world__sahra-town__pc.webp,mobile/pokemon-mystery-dungeon-world__sahra-town__mobile.webp
Spin-off locations,Pokémon Mystery Dungeon world,Serene Village,Serene Village,https://bulbapedia.bulbagarden.net/wiki/Serene_Village,"Serene Village is the starting village in Pokémon Super Mystery Dungeon. At the beginning of the game, the player is taken here by Nuzleaf and lives in his house.",https://archives.bulbagarden.net/media/upload/thumb/8/8f/Serene_Village.png/600px-Serene_Village.png,prompts/pokemon-mystery-dungeon-world__serene-village.md,pc/pokemon-mystery-dungeon-world__serene-village__pc.webp,mobile/pokemon-mystery-dungeon-world__serene-village__mobile.webp
Spin-off locations,Pokémon Mystery Dungeon world,Shaymin Village,Shaymin Village,https://bulbapedia.bulbagarden.net/wiki/Shaymin_Village,"The Shaymin Village is a village that is only available in Pokémon Mystery Dungeon: Explorers of Sky. There are only seven residents (six once the venture up Sky Peak is completed and a Shaymin is recruited) of Shaymin Village, all of which are Shaymin.",https://archives.bulbagarden.net/media/upload/thumb/7/76/Shaymin_Village.png/600px-Shaymin_Village.png,prompts/pokemon-mystery-dungeon-world__shaymin-village.md,pc/pokemon-mystery-dungeon-world__shaymin-village__pc.webp,mobile/pokemon-mystery-dungeon-world__shaymin-village__mobile.webp
Spin-off locations,Almia,Shiver Camp,Shiver Camp,https://bulbapedia.bulbagarden.net/wiki/Shiver_Camp,Shiver Camp is an area in Pokémon Ranger: Shadows of Almia. The Shiver Camp is a base used by a Pokémon research team in the east of Hia Valley.,https://archives.bulbagarden.net/media/upload/thumb/0/0b/Shiver_Camp_Ranger2.png/600px-Shiver_Camp_Ranger2.png,prompts/almia__shiver-camp.md,pc/almia__shiver-camp__pc.webp,mobile/almia__shiver-camp__mobile.webp
Spin-off locations,Aeos Island,Shivre City,Shivre City,https://bulbapedia.bulbagarden.net/wiki/Shivre_City,Shivre City is a 4-on-4 Quick Battle stage in Pokémon UNITE.,https://archives.bulbagarden.net/media/upload/thumb/a/a1/UNITE_Shivre_City.png/600px-UNITE_Shivre_City.png,prompts/aeos-island__shivre-city.md,pc/aeos-island__shivre-city__pc.webp,mobile/aeos-island__shivre-city__mobile.webp
Spin-off locations,Fiore,Summerland,Summerland,https://bulbapedia.bulbagarden.net/wiki/Summerland,Summerland is a small tropical town in Fiore. It is the home of the Summerland Ranger Base run by Cameron.,https://archives.bulbagarden.net/media/upload/thumb/a/a0/Summerland_Ranger1.png/600px-Summerland_Ranger1.png,prompts/fiore__summerland.md,pc/fiore__summerland__pc.webp,mobile/fiore__summerland__mobile.webp
Spin-off locations,N/A,Think Town,Think Town,https://bulbapedia.bulbagarden.net/wiki/Think_Town,Think Town is the setting of Pokémon Friends. It is known for the production of Pokémon plush.,https://archives.bulbagarden.net/media/upload/thumb/a/a6/Think_Town.png/600px-Think_Town.png,prompts/n-a__think-town.md,pc/n-a__think-town__pc.webp,mobile/n-a__think-town__mobile.webp
Spin-off locations,Oblivia,Tilt Village,Tilt Village,https://bulbapedia.bulbagarden.net/wiki/Tilt_Village,Tilt Village is a location in Pokémon Ranger: Guardian Signs. It is located east of Booker Bridge and west of both Mitonga Road and Dangerous Cliff on Mitonga Island.,https://archives.bulbagarden.net/media/upload/thumb/2/28/Tilt_Village_Ranger3.png/600px-Tilt_Village_Ranger3.png,prompts/oblivia__tilt-village.md,pc/oblivia__tilt-village__pc.webp,mobile/oblivia__tilt-village__mobile.webp
Spin-off locations,Toyland,Toy Town,Toy Town,https://bulbapedia.bulbagarden.net/wiki/Toy_Town,"Toy Town is the first accessible town in Pokémon Rumble Blast, located within Trailhead Field. It holds a move vendor for Giga Impact and a Move-a-majig, as well as the normal town facilities.",https://archives.bulbagarden.net/media/upload/1/1f/Rumble_Blast_Toy_Town.jpg,prompts/toyland__toy-town.md,pc/toyland__toy-town__pc.webp,mobile/toyland__toy-town__mobile.webp
Spin-off locations,Pokémon Mystery Dungeon world,Treasure Town,Treasure Town,https://bulbapedia.bulbagarden.net/wiki/Treasure_Town,"Treasure Town is the central village in Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness and Pokémon Mystery Dungeon: Explorers of Sky. It is populated solely by Pokémon, like the rest of the world presented in the game and animated special.",https://archives.bulbagarden.net/media/upload/thumb/9/9a/Treasure_Town_artwork_S.jpg/600px-Treasure_Town_artwork_S.jpg,prompts/pokemon-mystery-dungeon-world__treasure-town.md,pc/pokemon-mystery-dungeon-world__treasure-town__pc.webp,mobile/pokemon-mystery-dungeon-world__treasure-town__mobile.webp
Spin-off locations,Almia,Vientown,Vientown,https://bulbapedia.bulbagarden.net/wiki/Vientown,"Vientown is a town in the game Pokémon Ranger: Shadows of Almia. It is located in the center of Almia, and is the nearest town to the Ranger School.",https://archives.bulbagarden.net/media/upload/thumb/3/30/Vientown_Ranger2.png/600px-Vientown_Ranger2.png,prompts/almia__vientown.md,pc/almia__vientown__pc.webp,mobile/almia__vientown__mobile.webp
Spin-off locations,Toyland,Westerly Town,Westerly Town,https://bulbapedia.bulbagarden.net/wiki/Westerly_Town,"Westerly Town is the third accessible town in Pokémon Rumble Blast, located within Rugged Flats. It holds a move vendor for Fire Blast and a Red and Gold Move-a-Majig.",https://archives.bulbagarden.net/media/upload/7/75/Rumble_Blast_Westerly_Town.png,prompts/toyland__westerly-town.md,pc/toyland__westerly-town__pc.webp,mobile/toyland__westerly-town__mobile.webp
Spin-off locations,Fiore,Wintown,Wintown,https://bulbapedia.bulbagarden.net/wiki/Wintown,Wintown is a small town in Fiore. It is the home of the Wintown Ranger Base run by Elita.,https://archives.bulbagarden.net/media/upload/thumb/2/28/Wintown_Ranger1.png/600px-Wintown_Ranger1.png,prompts/fiore__wintown.md,pc/fiore__wintown__pc.webp,mobile/fiore__wintown__mobile.webp
